x,y,z,speed
4.474884781839289616e+01,4.108580616792294649e+01,2.016139138735429520e-03,3.873237178062341801e+00
4.486348653724245850e+01,4.157248437508857108e+01,1.993861314960851654e-03,3.667074831872916274e+00
4.497312661262467515e+01,4.206031316257100627e+01,1.972316847933357209e-03,3.554931261006869292e+00
4.507795869857120152e+01,4.254919789176320677e+01,1.951611167120192482e-03,3.613436706818696997e+00
4.517816922332542617e+01,4.303905099973606951e+01,1.931850272285860022e-03,3.848373190619021500e+00
4.527394541885168167e+01,4.352979052607527422e+01,1.913140117832602422e-03,4.218963451399570630e+00
4.536548058148669327e+01,4.402133890943201777e+01,1.895584903955832567e-03,4.637121647825297011e+00
4.545296198575174884e+01,4.451362505697898087e+01,1.879290119962783237e-03,5.027997801233643038e+00
4.553656973870285896e+01,4.500658400009171345e+01,1.864364188659104696e-03,5.322291060063592205e+00
4.561649598061681132e+01,4.550015332819291558e+01,1.850911600841843732e-03,5.470934773262637663e+00
4.569292567410328587e+01,4.599427629267329820e+01,1.839039553286168829e-03,5.769650357517116745e+00
4.576604022552584183e+01,4.648890077244107744e+01,1.828857713204802213e-03,6.053491810640558413e+00
4.583591584825487075e+01,4.698399313313439762e+01,1.820405842267376704e-03,6.353504288296440095e+00
4.590229238758749375e+01,4.747956653994975795e+01,1.813498988838354274e-03,6.632864381115138208e+00
4.596483677082093067e+01,4.797563794305901297e+01,1.807908911041908144e-03,6.939484424616628289e+00
4.602320963406572929e+01,4.847221725838740269e+01,1.803407174776214695e-03,7.194570374542220925e+00
4.607707307890505177e+01,4.896930565268314695e+01,1.799762959249393999e-03,7.460396579141587381e+00
4.612608972024588638e+01,4.946689506658313462e+01,1.796744444920958658e-03,7.652486571504406143e+00
4.616991784540139321e+01,4.996496801334541971e+01,1.794119505829253969e-03,7.855523837229389628e+00
4.620821465419096086e+01,5.046349647578155384e+01,1.791655066820049347e-03,8.060929653828161179e+00
4.624062991090772812e+01,5.096244155371296358e+01,1.789116871154773853e-03,8.274235596213447508e+00
4.626680917128831538e+01,5.146175219210557117e+01,1.786287244036544996e-03,8.532760871637250943e+00
4.628602302309525385e+01,5.196137813716394760e+01,1.783275268894589068e-03,8.756186679649058391e+00
4.629720650823609418e+01,5.246124686909848123e+01,1.780488063937309649e-03,8.957836109026620974e+00
4.629928666104001422e+01,5.296123479224694819e+01,1.778344077085740197e-03,9.151052749993036528e+00
4.629119033117305548e+01,5.346115970158744801e+01,1.777262330409879083e-03,9.329215837879674567e+00
4.627188544118778424e+01,5.396077531651066295e+01,1.777656866030345381e-03,9.490200787672611327e+00
4.624036813329102102e+01,5.445976729762605117e+01,1.779935933703819190e-03,9.642826418820007461e+00
4.619568269954099549e+01,5.495775073243571995e+01,1.784498026604940286e-03,9.803482549735562657e+00
4.613692242221068085e+01,5.545426803911032465e+01,1.791730643530477229e-03,9.951281198227146518e+00
4.606328464456511540e+01,5.594879557539261583e+01,1.801998077520833904e-03,1.008261273498816379e+01
4.597408122987240375e+01,5.644075180154068505e+01,1.815636125900576669e-03,1.021016871636854439e+01
4.586863839368223950e+01,5.692948257792482991e+01,1.832798798064039615e-03,1.032338751689709788e+01
4.574620480253052790e+01,5.741423280123084538e+01,1.852895000596581614e-03,1.042637510230157716e+01
4.560573548562317825e+01,5.789406297995875406e+01,1.875189137944900707e-03,1.050934031798603030e+01
4.544609789135090239e+01,5.836785523110587803e+01,1.898957196860748568e-03,1.059155157887704490e+01
4.526592743473840841e+01,5.883421887131273564e+01,1.923479079548538620e-03,1.066346853096576730e+01
4.506377117381595099e+01,5.929147254791367061e+01,1.948008453750960404e-03,1.071994303773786683e+01
4.483797359897143053e+01,5.973751367752717556e+01,1.971753986492145918e-03,1.075863126281075033e+01
4.458690621650094243e+01,6.016981947540965336e+01,1.993865866949405107e-03,1.079318042270748101e+01
4.430893174219571051e+01,6.058531510132499420e+01,2.013421356669663903e-03,1.081058056064237860e+01
4.400261361909218749e+01,6.098035436228012429e+01,2.029424943313570210e-03,1.082933968025453453e+01
4.366693594109939625e+01,6.135074014230553985e+01,2.040825239325400227e-03,1.085149140394923606e+01
4.330157789174521099e+01,6.169185222667358914e+01,2.046558644815231129e-03,1.087704605596251994e+01
4.290860756388630648e+01,6.200077951783671892e+01,2.046206416695334120e-03,1.090163435537289516e+01
4.249315526484119232e+01,6.227879278792780582e+01,2.040553337929279683e-03,1.092725959546609360e+01
4.206008547385479091e+01,6.252853327044436327e+01,2.030552990554946365e-03,1.098482330028366682e+01
4.161350033378538171e+01,6.275326517691335226e+01,2.017145414243979099e-03,1.107010502991279566e+01
4.115671264225765213e+01,6.295650331571044234e+01,2.001213188358783382e-03,1.121915297059857508e+01
4.069232425480777238e+01,6.314175378802990934e+01,1.983564230910728199e-03,1.138698536383660276e+01
4.022236667145617872e+01,6.331241116268404312e+01,1.964937990387308989e-03,1.153255638290712781e+01
